id,Company Name (Original),Company Name (Fixed),Text,sentiment score,# Scores
1336_Legal & General,Legal & General,Legal & General Group Plc,Legal & General share price: Finance chief to step down,-0.166,3
1337_AstraZeneca,AstraZeneca,AstraZeneca,CompaniesAstraZeneca shares hit as 2016 revenue forecast to fall,-0.375,3
1338_Lloyds Banking Group,Lloyds Banking Group,Lloyds Banking Group PLC,Lloyds Banking Group reports 7% dip in annual profits,-0.696,3
1340_Berkshire,Berkshire,Berkshire Hathaway Inc.,UPDATE 3-Buffett's Berkshire raises oil bet with Kinder Morgan stake,0.189,3
1344_Associated British Foods,Associated British Foods,Associated British Foods,Associated British Foods raises guidance as sterling wilts,0.202,2
1345_Centrica,Centrica,Centrica PLC,Centrica urges policy overhaul as it warns of 'looming gap' in UK energy supplies,-0.172,3
1346_Arm,Arm,ARM Holdings plc,Arm profits and sales up as shift away from mobile gains pace,0.497,3
1347_Glencore,Glencore,Glencore,CompaniesGlencore shares hit 3-month high after refinancing key credit line,0.795,2
1348_JP Morgan Chase,JP Morgan Chase,JP Morgan Chase,CompaniesCoutts raids JPMorgan Chase for new CEO,-0.191,2
1350_EasyJet,EasyJet,EasyJet,"FastJet slams EasyJet founder Stelios for going public, is ""taking legal advice"" over letter about contractual ...",-0.238,2
1353_ICE,ICE,ICE,NYSE owner ICE considers offer for LSE,0.096,3
1353_LSE,LSE,London Stock Exchange Group,NYSE owner ICE considers offer for LSE,0.396,3
1355_Admiral and Schroders,Admiral and Schroders,Admiral Group plc,Admiral and Schroders lift FTSE with profits surge,0.701,3
1356_Ashtead,Ashtead,Ashtead,News FeedFTSE 100 movers: LSE surges as ICE says mulling offer; Ashtead and Barclays tank,-0.719,3
1356_Barclays,Barclays,Barclays,News FeedFTSE 100 movers: LSE surges as ICE says mulling offer; Ashtead and Barclays tank,-0.713,3
1356_ICE,ICE,ICE,News FeedFTSE 100 movers: LSE surges as ICE says mulling offer; Ashtead and Barclays tank,0.226,3
1356_LSE,LSE,London Stock Exchange Group,News FeedFTSE 100 movers: LSE surges as ICE says mulling offer; Ashtead and Barclays tank,0.843,2
1359_London Stock Exchange,London Stock Exchange,London Stock Exchange Group,London Stock Exchange boosts FTSE on new bid hopes,0.743,3
1360_Balfour Beatty plc,Balfour Beatty plc,Balfour Beatty plc,Balfour Beatty plc Set To Reinstate Dividend (And Rival National Grid plc And Centrica PLC Once More?),0.413,3
1360_Centrica PLC,Centrica PLC,Centrica PLC,Balfour Beatty plc Set To Reinstate Dividend (And Rival National Grid plc And Centrica PLC Once More?),0.403,2
1360_Rival National Grid plc,Rival National Grid plc,Rival National Grid plc,Balfour Beatty plc Set To Reinstate Dividend (And Rival National Grid plc And Centrica PLC Once More?),0.408,2
1361_Admiral,Admiral,Admiral Group plc,"Britain's FTSE buoyed by Admiral, building sector gains",0.669,3
1363_Legal & General,Legal & General,Legal & General Group Plc,Legal & General's capital update outweighs profit rise,0.056,2
1364_Travis Perkins,Travis Perkins,Travis Perkins,Industry NewsStrong results at Travis Perkins marred by plumbing impairment,-0.088,3
1365_Intertek,Intertek,Intertek Group,Intertek swings to Â£347 mln loss on oil's slump,-0.734,2
1367_GlaxoSmithKline,GlaxoSmithKline,GlaxoSmithKline,GlaxoSmithKline's CEO Witty to bow out in March 2017,-0.12,3
1368_BP,BP,BP,"Militants fire rockets at Algerian BP/Statoil gas plant, no casualties",-0.41,3
1368_Statoil,Statoil,Statoil,"Militants fire rockets at Algerian BP/Statoil gas plant, no casualties",-0.444,3
1369_Kingfisher,Kingfisher,Kingfisher,Britain's FTSE advances as investors cheer Kingfisher results,0.611,3
1373_Tesco,Tesco,Tesco PLC,Tesco breaks its downward slide by cutting sales decline in half,0.172,3
1374_BP,BP,BP,BP ends 27-year sponsorship of Tate as falling oil price takes toll,-0.293,3
1376_Schroders,Schroders,Schroders,"News FeedSchroders books solid earnings growth, several board changes",0.5,3
1379_Deutsche BÃ¶rse,Deutsche BÃ¶rse,Deutsche Boerse,London Stock Exchange seals Â£22 billion merger with Germany's Deutsche BÃ¶rse,0.29,3
1379_London Stock Exchange,London Stock Exchange,London Stock Exchange Group,London Stock Exchange seals Â£22 billion merger with Germany's Deutsche BÃ¶rse,0.327,3
138_Tullow Oil,Tullow Oil,Tullow Oil,Tullow Oil Suspends Dividend Amid Oil Price Fall,-0.498,3
1381_AB InBev,AB InBev,AB InBev,AB InBev to Sell SABMiller Stake in China's Snow Beer,0.004,3
1381_SABMiller,SABMiller,SABMiller,AB InBev to Sell SABMiller Stake in China's Snow Beer,-0.045,3
1383_Deutsche Boerse,Deutsche Boerse,Deutsche Boerse,LSE-Deutsche Boerse merger would signal end to exchange mega-deals,0.086,3
1383_LSE,LSE,London Stock Exchange Group,LSE-Deutsche Boerse merger would signal end to exchange mega-deals,0.105,3
1384_BP pmc,BP pmc,BP,"Can Standard Chartered PLC, BP plc & Burberry Group plc Keep Charging?",0.18,2
1385_AstraZeneca,AstraZeneca,AstraZeneca,Closely watched AstraZeneca cancer drug fails in mesothelioma,-0.568,3
1386_Sanofi,Sanofi,Sanofi,CompaniesSanofi poaches immunology expert from AstraZeneca,0.188,3
1389_Barclays,Barclays,Barclays,Barclays To Pay Ousted Boss Â£500000 Bonus,-0.128,3
139_Clinigen,Clinigen,Clinigen,Clinigen chosen by AstraZeneca to manage access programme for next ...,0.328,3
1390_Royal Bank of Scotland Group plc,Royal Bank of Scotland Group plc,Royal Bank of Scotland Group plc,Dividends Unleashed At Royal Bank of Scotland Group plc,0.425,3
1392_Volkswagen,Volkswagen,Volkswagen,US subpoenas Volkswagen under bank fraud law in emissions probe: source,-0.838,3
1393_Shell,Shell,Shell,Shell CEO van Beurden's remuneration fell in 2015,-0.1,3
1394_Aviva,Aviva,Aviva plc,Aviva posts forecast-beating 2015 operating profit of $3.8 bln,0.946,2
1396_Wolseley,Wolseley,Wolseley,Industry NewsWolseley confident in reslilience amid mixed markets,0.287,3
1397_HSBC,HSBC,HSBC,HSBC money laundering report's release delayed amid US appeal,-0.043,2
1398_Old Mutual,Old Mutual,Old Mutual,Old Mutual share price: Wealth unit seen as blue-chip company,0.666,2
1399_Rio Tinto,Rio Tinto,Rio Tinto,Standout performer' JS Jacques picked to lead Rio Tinto,0.167,3
14_BP,BP,BP,BP's fine for 2010 oil spill capped at $13.7 billion,-0.896,3
140_BHP,BHP,BHP Billiton,"Britain's FTSE steadies below record high, BHP gains",0.512,3
1400_Shell,Shell,Shell,Italy Probes Shell's Role in Purchase of Nigerian Oil Block,-0.231,3
1401_Barclays,Barclays,Barclays,Barclays reports 8% fall in annual profits,-0.724,3
1402_Tesco,Tesco,Tesco PLC,Tesco criticised for 'disgraceful' advert showing domestic worker being slapped,-0.498,3
1403_Glencore,Glencore,Glencore,"Glencore swings to loss, will sell more assets",-0.565,3
1404_BP,BP,BP,US urges final approval of $20 billion BP oil spill pact,-0.355,3
1405_Kingfisher,Kingfisher,Kingfisher,FTSE edges up as investors cheer Kingfisher results,0.678,3
1406_Metro Bank,Metro Bank,Metro Bank,CompaniesMetro Bank raises Â£400m ahead of London listing,0.296,3
141_Berkshire Hathaway,Berkshire Hathaway,Berkshire Hathaway Inc.,Berkshire Hathaway's 4Q profit declines 17 percent,-0.724,3
1410_Barclays,Barclays,Barclays,Barclays Bonds Rise as Lender Cuts Dividends to Shore Up Capital,0.261,3
1411_Sports Direct,Sports Direct,Sports Direct,Sports Direct boss Mike Ashley summoned to Westminster for questioning over the treatment of workers,-0.317,3
1412_Prudential,Prudential,Prudential,Britain's FTSE gets lift from Prudential results,0.582,3
1413_Aggreko,Aggreko,Aggreko,Aggreko says first half profits will be lower as the oil price rout claims its latest victim,-0.546,3
1414_AstraZeneca,AstraZeneca,AstraZeneca,Novo Nordisk and AstraZeneca seek tonic from key drug trials,0.098,3
1414_Novo Nordisk,Novo Nordisk,Novo Nordisk,Novo Nordisk and AstraZeneca seek tonic from key drug trials,0.099,3
1415_Amazon,Amazon,Amazon,Amazon's grocery deal with Morrisons is only the beginning,0.36,3
1415_Morrisons,Morrisons,Morrisons,Amazon's grocery deal with Morrisons is only the beginning,0.389,3
1418_Costa,Costa,Costa,Industry NewsWhitbread sales sink in fourth quarter on Costa slowdown,-0.457,3
1418_Whitbread,Whitbread,Whitbread,Industry NewsWhitbread sales sink in fourth quarter on Costa slowdown,-0.562,3
1419_Petrofac,Petrofac,Petrofac,Industry NewsPetrofac secures $250m North Sea contract,0.581,3
142_BP,BP,BP,"Oil majors like Royal Dutch Shell, Chevron, BP fail to find reserves to counter ...",-0.398,3
142_Chevron,Chevron,Chevron,"Oil majors like Royal Dutch Shell, Chevron, BP fail to find reserves to counter ...",-0.401,3
142_Royal Dutch Shell,Royal Dutch Shell,Royal Dutch Shell,"Oil majors like Royal Dutch Shell, Chevron, BP fail to find reserves to counter ...",-0.402,3
1421_Glencore,Glencore,Glencore,Reaching New Depths: Glencore's $5bn Loss,-0.913,3
1424_Old Mutual,Old Mutual,Old Mutual,"Old Mutual to split up, may list some businesses",0.164,3
1425_ICE,ICE,ICE,ICE Said to Start Lining Up Financing for LSE Bidding War,0.243,3
1425_LSE,LSE,London Stock Exchange Group,ICE Said to Start Lining Up Financing for LSE Bidding War,0.328,3
1426_BP,BP,BP,"BP, Statoil, to Withdraw Staff From Algeria Following Rocket Attack",-0.226,3
1426_Statoil,Statoil,Statoil,"BP, Statoil, to Withdraw Staff From Algeria Following Rocket Attack",-0.242,3
1429_Kingfisher,Kingfisher,Kingfisher,Kingfisher share price: FY statutory pre-tax profit falls 20.5%,-0.426,2
1430_WWP,WWP,WWP,WPP Chief Projects Tough Ad Market as Customers Avoid Risks,-0.407,3
1431_Deutsche Borse,Deutsche Borse,Deutsche Boerse,Merkel's Government Said to Support Deutsche Boerse-LSE Merger,0.332,3
1431_LSE,LSE,London Stock Exchange Group,Merkel's Government Said to Support Deutsche Boerse-LSE Merger,0.358,3
1432_Morrisons,Morrisons,Morrisons,Who will make the perfect match in Morrisons' bizarre love triangle?,0.032,3
1433_Aggreko,Aggreko,Aggreko,Aggreko 2015 Profit Declines - Quick Facts,-0.441,3
1434_WPP,WPP,WPP,Big account wins keep ad group WPP at front of pack,0.357,3
1435_Aviva,Aviva,Aviva plc,Aviva weighs cash handout after beating profit forecast,0.377,3
1436_WPP,WPP,WPP,"WPP, World's Largest Ad Agency, Reports Strong 2015 Growth",0.555,3
1437_Tullow,Tullow,Tullow Oil,UPDATE 1-Britain's Tullow says makes new oil find in Kenya,0.402,3
144_Bunzl,Bunzl,Bunzl,Bunzl delivers small profit increase for 2014,0.247,3
1443_Saudi Aramco,Saudi Aramco,Saudi Aramco,"Saudi Aramco, Shell plan to break up Motiva, divide up assets",-0.142,2
1443_Shell,Shell,Shell,"Saudi Aramco, Shell plan to break up Motiva, divide up assets",-0.102,2
1448_AstraZeneca,AstraZeneca,AstraZeneca,AstraZeneca sells US gout drug rights to Ironwood for up to $265 million,0.335,3
1449_AB InBev,AB InBev,AB InBev,AB InBev to sell more SAB assets as seeks EU deal approval,0.193,3
1449_SAB,SAB,SABMiller,AB InBev to sell more SAB assets as seeks EU deal approval,-0.079,2
145_AstraZeneca,AstraZeneca,AstraZeneca,AstraZeneca share price: Company to carve out antibiotic R&D unit into separate ...,0.219,3
1452_BP,BP,BP,BP sees Q1 earnings slide as low oil prices take their toll,-0.376,3
1454_Travis Perkins,Travis Perkins,Travis Perkins,UK builders' merchant Travis Perkins reports strong start to year,0.29,3
1455_Tesco,Tesco,Tesco PLC,Tesco's Sales Pickup Isn't Enough,-0.23,3
1457_BP,BP,BP,BP Reports $583 Million Loss in First Quarter,-0.741,3
1458_Dyson,Dyson,Dyson,Dyson Wants to Create a Hair Dryer Revolution,0.299,3
1459_AB InBev,AB InBev,AB InBev,AB InBev offers to sell some SABMiller brands,0.207,3
1460_Banco BPI,Banco BPI,Banco BPI,Banco BPI Says Deal for Angolan Unit Has Collapsed,-0.511,3
1461_Glencore,Glencore,Glencore,Glencore sells agri unit stake for $2.5 billion to Canadian pension fund,0.466,3
1462_Banco BPI,Banco BPI,Banco BPI,Spain's CaixaBank Expects To Close Deal For Banco BPI,0.277,3
1462_CaixaBank,CaixaBank,CaixaBank,Spain's CaixaBank Expects To Close Deal For Banco BPI,0.375,3
1463_Entertainment One,Entertainment One,Entertainment One,ITV share price: Group mulls takeover of Canada's Entertainment One,0.462,2
1463_ITV,ITV,ITV,ITV share price: Group mulls takeover of Canada's Entertainment One,0.422,2
1464_AstraZeneca,AstraZeneca,AstraZeneca,AstraZeneca to cut costs but stays silent on M&A talk,0.192,3
1466_Barclays,Barclays,Barclays,Barclays in Talks With AnaCap to Sell French Consumer Operations,0.211,2
1469_Entertainment One,Entertainment One,Entertainment One,Entertainment One dispels ITV takeover rumours,0.138,3
147_Tesco,Tesco,Tesco PLC,Tesco loses two more directors as Garfield and Tammenoms step down,-0.267,3
1471_Glencore,Glencore,Glencore,Glencore Sells $2.5 Billion Stake in Agriculture Unit,0.259,3
1473_Premier Foods,Premier Foods,Premier Foods,CommentOpening Quote: Tesco; Premier Foods jilted; FCA on IPOs,-0.421,3
1475_Alior Bank,Alior Bank,Alior Bank,GE to Sell Majority Stake in Bank BPH's Core Bank to Alior Bank,0.233,3
1475_Bank BPH,Bank BPH,Bank BPH,GE to Sell Majority Stake in Bank BPH's Core Bank to Alior Bank,0.213,3
1475_GE,GE,GE,GE to Sell Majority Stake in Bank BPH's Core Bank to Alior Bank,0.211,3
1476_StanChart,StanChart,Standard Chartered PLC,Tata Steel working with StanChart for UK unit sale - source,0.218,2
1476_Tata Steel,Tata Steel,Tata Steel,Tata Steel working with StanChart for UK unit sale - source,0.143,3
1477_Smiths Group,Smiths Group,Smiths Group,CompaniesSmiths Group buys $710m US security system maker,0.307,3
1479_Kraft Heinz,Kraft Heinz,Kraft Heinz,The Latest: Buffett says cuts will pay off at Kraft Heinz,0.413,3
148_Standard Life,Standard Life,Standard Life,Standard Life impresses as fee-based products offset annuities slump,0.552,3
1480_Shire,Shire,Shire,Shire share price: Investors stage rebellion over executive pay,-0.41,3
1483_Shoeders,Shoeders,Shoeders,"Schroders assets hit record in Q1, buoyed by institutional inflows",0.674,3
1484_Centrica,Centrica,Centrica PLC,Centrica suffers protest from shareholders over pay,-0.411,3
1485_RBS,RBS,Royal Bank of Scotland Group plc,FCA bans former RBS Libor submitter,-0.285,2
1486_Easyjet,Easyjet,EasyJet,Easyjet traffic hit by air traffic controller strikes and terrorism,-0.324,3
1487_Crown Castle,Crown Castle,Crown Castle,Crown Castle buys Tower Development Corp for $461 million,0.331,3
1487_Tower Development,Tower Development,Tower Development,Crown Castle buys Tower Development Corp for $461 million,0.366,3
1488_Glencore,Glencore,Glencore,Deals Help Shrink Glencore's Mountain of Debt,0.152,2
1489_Barclays,Barclays,Barclays,Former Barclays traders stand trial in Libor case,-0.329,2
149_Reed Elsevier,Reed Elsevier,Reed Elsevier,Reed Elsevier shares cool after profit dip,-0.369,3
1491_Glencore,Glencore,Glencore,Glencore sells agriculture stake for $2.5bn,0.423,3
1492_Alibaba,Alibaba,Alibaba,Tesco sells half of stake in ecommerce site Lazada to Alibaba for Â£90m,0.3,3
1492_Lazada,Lazada,Lazada,Tesco sells half of stake in ecommerce site Lazada to Alibaba for Â£90m,-0.038,2
1492_Tesco,Tesco,Tesco PLC,Tesco sells half of stake in ecommerce site Lazada to Alibaba for Â£90m,0.365,3
1494_Sky,Sky,Sky,Britain's FTSE slips from 2016 high as Sky falls,-0.458,3
1496_BPI Angola,BPI Angola,BPI,"CaixaBank, dos Santos Agree on Plan for BPI Angola Exposure",-0.092,2
1496_CaixaBank,CaixaBank,CaixaBank,"CaixaBank, dos Santos Agree on Plan for BPI Angola Exposure",0.244,3
1497_Lloyds,Lloyds,Lloyds Banking Group PLC,Lloyds is cutting more than 600 jobs and shutting 21 branches,-0.29,2
1498_Glencore,Glencore,Glencore,Glencore Agrees to Sell Minority Stake in Agriculture Business,0.264,3
1499_BPI,BPI,BPI,"BPI Says Caixabank, Isabel dos Santos Reach Agreement Over Angola Exposure",0.221,3
1499_CaixaBank,CaixaBank,CaixaBank,"BPI Says Caixabank, Isabel dos Santos Reach Agreement Over Angola Exposure",0.243,3
15_Carlsberg,Carlsberg,Carlsberg,Diageo and Carlsberg hit as Russians suffer from oil price collapse and rouble ...,-0.468,3
15_Diageo,Diageo,Diageo,Diageo and Carlsberg hit as Russians suffer from oil price collapse and rouble ...,-0.483,3
1502_AstraZeneca,AstraZeneca,AstraZeneca,News FeedFTSE 100 movers: Standard Chartered lifted while AstraZeneca sinks,-0.666,3
1502_Standard Chartered,Standard Chartered,Standard Chartered PLC,News FeedFTSE 100 movers: Standard Chartered lifted while AstraZeneca sinks,0.509,3
1503_Banco BPI,Banco BPI,Banco BPI,Spain's Caixabank launches new takeover bid for Banco BPI,0.311,3
1503_Caixabank,Caixabank,CaixaBank,Spain's Caixabank launches new takeover bid for Banco BPI,0.185,3
1505_Tesco,Tesco,Tesco PLC,"Tesco returns to profit, but City demands more",0.218,3
1506_GlaxoSmithKline,GlaxoSmithKline,GlaxoSmithKline,"GlaxoSmithKline rebound gathering pace, says outgoing CEO",0.209,3
1507_Tesco,Tesco,Tesco PLC,"Despite sales growth, UK's Tesco cautions recovery to be bumpy",-0.077,3
1508_Entertainment One,Entertainment One,Entertainment One,ITV to pursue takeover of Canada's Entertainment One: Bloomberg,0.282,3
1508_ITV,ITV,ITV,ITV to pursue takeover of Canada's Entertainment One: Bloomberg,0.199,3
1509_Dominos's Pizza,Dominos's Pizza,Domino's Pizza Group plc,Domino's Pizza worker sacked after crude slur aimed at customer on order screen,-0.275,2
1511_BP,BP,BP,Bob Dudley's 20% pay rise at BP is a bit rich,-0.166,3
1513_BP,BP,BP,BP chairman defends CEO Bob Dudley's pay increase,0.042,3
1514_ITV,ITV,ITV,Papers- ITV eyeing Peppa Pig,0.227,3
1515_BP,BP,BP,BP pay boss feels the heat from revolt over Dudley's Â£14 million,-0.179,3
1516_Baxalta,Baxalta,Baxalta,Shire Sees Baxalta Deal Closing as Expected After New Rules,0.274,3
1516_Shire,Shire,Shire,Shire Sees Baxalta Deal Closing as Expected After New Rules,0.224,3
1517_Barclays,Barclays,Barclays,"OCBC to Buy Barclay's Wealth Management Unit in Singapore, Hong Kong",0.267,3
1517_OCBC,OCBC,OCBC,"OCBC to Buy Barclay's Wealth Management Unit in Singapore, Hong Kong",0.257,3
1520_Lloyds,Lloyds,Lloyds Banking Group PLC,Retail focus helps to shield Lloyds from banking chill,0.253,3
1521_Weir Group,Weir Group,Weir Group,Weir Group says first-half profits will be 'slightly ahead' of expectations,0.323,3
1522_Barclays,Barclays,Barclays,Barclays backs new iPhone and Android app that lets users send each other money using a bitcoin network,0.147,3
1523_Valeant,Valeant,Valeant Pharmaceuticals International,UPDATE 1-Valeant asks CEO Pearson to cooperate with US Senate committee,-0.148,3
1524_RBS,RBS,Royal Bank of Scotland Group plc,RBS share price: Group plans to slash 600 jobs,-0.457,3
1526_Lloyds,Lloyds,Lloyds Banking Group PLC,"Profits drop six per cent at Lloyds Banking Group, beating analysts' expectations",-0.336,2
153_Standard Chartered,Standard Chartered,Standard Chartered PLC,Standard Chartered lags on capital worries,-0.358,3
1530_Lloyds,Lloyds,Lloyds Banking Group PLC,Lloyds Banking Group's share price lifts amid reports bank is poised to axe hundreds of UK jobs,0.292,2
1532_Standard Life,Standard Life,Standard Life,Standard Life share price: Group gets approval to hike stake in India JV,0.336,3
1535_Lloyds,Lloyds,Lloyds Banking Group PLC,CommentOpening Quote: pay day moans; profits slump for Lloyds; Mars mission,-0.512,3
1536_Uinilever,Uinilever,Unilever,Volumes up and turnover down at Unilever,0.114,3
1537_AstraZeneca,AstraZeneca,AstraZeneca,AstraZeneca investment eats into profit,-0.064,3
1538_Centrica,Centrica,Centrica PLC,CompaniesCentrica shares drop 7% amid capital raise,-0.429,2
1539_United Utilities,United Utilities,United Utilities,United Utilities FY profit up 3.5%; to boost capex,0.42,3
1540_ITV,ITV,ITV,CompaniesITV: Brexit jitters weighing on advertising,-0.329,3
1542_Compass,Compass,Compass Group,CompaniesCompass serves up half year profit rise,0.426,3
1545_Apple,Apple,Apple,Should You Follow Berkshire Hathaway Into Apple Stock?,0.023,3
1545_Berkshire Hathaway,Berkshire Hathaway,Berkshire Hathaway Inc.,Should You Follow Berkshire Hathaway Into Apple Stock?,0,3
1546_EasyJet,EasyJet,EasyJet,"EasyJet ""Sneakairs"": Airline is testing smart shoes to help customers explore destinations",0.188,2
1547_SABMiller,SABMiller,SABMiller,Currency causes full-year headaches for SABMiller,-0.428,3
1548_National Grid,National Grid,National Grid,National Grid's pretax profit rises 15 percent,0.727,3
1549_Royal Mail,Royal Mail,Royal Mail,CompaniesRoyal Mail revenues drop despite boost in parcels,-0.341,3
1551_AstraZeneca,AstraZeneca,AstraZeneca,UPDATE 1-AstraZeneca potassium drug delayed by manufacturing snag,-0.284,3
1552_Rio,Rio,Rio Tinto,Rio Approves $5.3 Billion Oyu Tolgoi Copper Mine Expansion,0.445,3
1553_GlaxoSmithKline,GlaxoSmithKline,GlaxoSmithKline,GlaxoSmithKline hails progress with lung disease treatment,0.578,3
1554_Morrisons,Morrisons,Morrisons,Morrisons book second consecutive quarter of sales growth,0.43,3
1556_Royal Mail,Royal Mail,Royal Mail,Royal Mail gets mixed bag from Ofcom postal regulation report,-0.084,3
1559_Barclays,Barclays,Barclays,UPDATE 3-Ex-Barclays director accused by US of illegal tips to plumber,-0.34,3
156_Pearson Jones,Pearson Jones,Pearson Jones,Standard Life share price: Insurer buys advice firm Pearson Jones,0.379,3
156_Standard Life,Standard Life,Standard Life,Standard Life share price: Insurer buys advice firm Pearson Jones,0.364,3
1560_AB InBev,AB InBev,AB InBev,"EU regulators clear $100 billion-plus AB InBev, SABMiller deal",0.374,3
1560_SABMiller,SABMiller,SABMiller,"EU regulators clear $100 billion-plus AB InBev, SABMiller deal",0.392,3
1561_Standard Life,Standard Life,Standard Life,Standard Life Elevates,0.555,3
1564_National Grid,National Grid,National Grid,National Grid profit up 15%; gas sale on track,0.368,2
1565_Barclays,Barclays,Barclays,Ex-Barclays Trader in Libor Case Says Boss Hit Him With Bat,-0.496,2
1566_Barclays,Barclays,Barclays,Ex-Barclays Trader Johnson Pleaded Guilty to Libor Fixing,-0.426,2
1568_Kingfisher,Kingfisher,Kingfisher,Retail giant Kingfisher reports 'solid' start to the year,0.368,3
1571_RBS,RBS,Royal Bank of Scotland Group plc,RBS set to close two branches in the region this August,-0.271,3
1572_Exxon,Exxon,ExxonMobil,Exxon Beaumont CDU overhaul to be slowed by accident: sources,-0.368,3
1573_BP,BP,BP,BP's head of exploration Richard Herbert departs,-0.149,3
1574_G4S,G4S,G4S,CompaniesG4S claims 'positive' start to the year,0.303,3
1575_Shell,Shell,Shell,Shell CEO warns renewables shift could spell end if too swift,-0.427,3
1576_BP,BP,BP,Greenpeace Protest of BP Forces British Museum to Close,-0.32,2
158_Dixons Carphone,Dixons Carphone,Dixons Carphone,Tesco closes in on new chairman with Dixons Carphone's John Allan in the frame,0.129,3
158_Tesco,Tesco,Tesco PLC,Tesco closes in on new chairman with Dixons Carphone's John Allan in the frame,0.295,3
1580_Llyods,Llyods,Lloyds Banking Group PLC,Lloyds Banking Group eyes return to dealmaking with MBNA bid,0.365,3
1581_Berkshire,Berkshire,Berkshire Hathaway Inc.,"Berkshire discloses unit's ties to Iran, opens probe",-0.288,3
1584_Barclays,Barclays,Barclays,Barclays Executive Harrison Denies Knowledge of Libor Fixing,-0.24,3
1585_BHP,BHP,BHP Billiton,"European stocks hover near 3-week low, Dialog and BHP slump",-0.631,3
1585_Dialog,Dialog,Dialog,"European stocks hover near 3-week low, Dialog and BHP slump",-0.584,3
1586_Hargreaves Lansdown,Hargreaves Lansdown,Hargreaves Lansdown,Hargreaves Lansdown bucks weak markets to see assets rise 2.6 percent,0.571,3
1588_AstraZeneca,AstraZeneca,AstraZeneca,AstraZeneca's Good Deal Turns Bad,-0.51,3
159_MillerCoors,MillerCoors,MillerCoors,MillerCoors Delivers 2.9% Underlying Net Income Growth for 2014,0.495,3
1590_AB InBrev,AB InBrev,AB InBev,Australia clears AB Inbev's $100 billion SABMiller buyout plan,0.312,3
1590_AB InBrev XXX???,SABMiller,SABMiller,Australia clears AB Inbev's $100 billion SABMiller buyout plan,0.437,3
1592_Barclays,Barclays,Barclays,Former Barclays banker pleaded guilty to Libor-rigging offence,-0.609,2
1593_G4S,G4S,G4S,"Industry NewsG4S makes 'positive' start to year, no new impairments",0.327,3
1594_Rio Tinto,Rio Tinto,Rio Tinto,Rio Tinto announces long-delayed expansion of Mongolia mine,0.322,3
1595_Old Mutual,Old Mutual,Old Mutual,Old Mutual nears deal to sell US business,0.269,3
1597_Shell,Shell,Shell,Norway's sovereign wealth fund says backed Shell CEO's pay,0.191,3
1598_RBS,RBS,Royal Bank of Scotland Group plc,Goodwin not to face Scottish prosecution over RBS,0.114,2
1599_Royal Mail,Royal Mail,Royal Mail,Royal Mail turnaround proving expensive in tough UK market,-0.057,3
160_TSB,TSB,TSB,TSB boss: Current account switching must be simpler,-0.083,2
1603_Apple,Apple,Apple,Warren Buffett's Berkshire Hathaway buys stake in Apple,0.989,2
1604_Pure Food,Pure Food,Pure Food,Whitbread buys 49% stake in Pure food chain,0.563,3
1604_Whitbread,Whitbread,Whitbread,Whitbread buys 49% stake in Pure food chain,0.365,3
1605_London Stock Exchange,London Stock Exchange,London Stock Exchange Group,Activist Fund TCI Backs German Takeover of London Stock Exchange,0.349,3
1606_Rio Tinto,Rio Tinto,Rio Tinto,Rio Tinto Reaffirms Goal for Iron Ore Output,0.309,3
1609_RBS,RBS,Royal Bank of Scotland Group plc,"Irish Said Chasing Standard Chartered, RBS as Brexit Vote Nears",0.102,3
1609_Standard Chartered,Standard Chartered,Standard Chartered PLC,"Irish Said Chasing Standard Chartered, RBS as Brexit Vote Nears",0.128,3
1610_Royal Mail,Royal Mail,Royal Mail,Britain's FTSE advances as Royal Mail rises,0.476,3
1611_Royal Mail,Royal Mail,Royal Mail,Royal Mail share price rallies amid positive broker comments,0.59,3
1612_Severn Trent,Severn Trent,Severn Trent,"Water utility Severn Trent ups savings forecast, FY profit falls",0.177,3
1614_Royal Mail,Royal Mail,Royal Mail,Ofcom says will not impose new price controls on Royal Mail,0.211,3
1616_United Utilities,United Utilities,United Utilities,United Utilities' full-year underlying operating profit falls 9 percent,-0.417,3
1617_Clydesdale Bank,Clydesdale Bank,Clydesdale Bank,Clydesdale Bank H1 profits weighed down by PPI charge,-0.343,3
1618_London Stock Exchange,London Stock Exchange,London Stock Exchange Group,Intercontinental Exchange Opts Not to Bid for London Stock Exchange,-0.303,3
1619_InterContinental,InterContinental,InterContinental Hotels Group,InterContinental Hotels first-quarter global room revenue lags estimates,-0.329,3
162_Standard Chartered,Standard Chartered,Standard Chartered PLC,UK's FTSE climbs to record closing high as Standard Chartered surges,0.763,3
1620_Kingfisher,Kingfisher,Kingfisher,Britain's FTSE lifted by solid Kingfisher,0.653,3
1621_SABMiller,SABMiller,SABMiller,"South Africa approves SABMiller, Coke bottling deal with conditions",0.308,3
1622_Standard Life,Standard Life,Standard Life,Standard Life chief agrees Â£600000 bonus cut,0.08,3
1624_Britvic,Britvic,Britvic,Sugar tax spurs Pepsi owner Britvic to change drinks recipes by 2020,-0.047,2
1626_Barclays,Barclays,Barclays,Barclays raises 603 million pounds from African business share sale,0.309,3
1627_L&G,L&G,L&G,"L&G fund arm, Nikko Asset Management sign bond fund distribution deal",0.232,3
1628_Wolseley,Wolseley,Wolseley,Wolseley says Nicholls won't join as finance chief,-0.087,3
